Restaurant Name,Price_range,Cuisine,number_of_reviews,Overall_rating,Sub_Ratings,tags,number_of_pics,number_of_5classes_ratings
Black Dog Beer House,££ - £££,['British'],91,4.5,"[5.0, 5.0, 4.5]","['goat curry ', 'loaded fries ', 'sunday roast ', 'roti ', 'yorkshire pudding ', 'belly pork ', 'octopus ', 'burger ', 'pot roast ', 'pie ', 'potatoes ', 'salad ', 'on tap ', 'vegan roast ', 'mixed crowd ', 'standard pub ', 'perfect pub ']",38,"['70', '16', '2', '3', '0']"
Hisar Meze Bar,££ - £££,"['Mediterranean', 'Turkish', 'Middle Eastern']",497,4.5,"[4.5, 4.5, 4.0, 4.5]","['hot meze ', 'mixed grill ', 'moussaka ', 'steak ', 'chicken ', 'belly dancer ', 'dance floor ', 'party menu ', 'turkish restaurant ', 'music and dancing ', 'main course ', 'set menu ', 'girls night ', 'mid week ', 'fantastic night ', 'saturday night ', 'lovely food ']",40,"['311', '109', '40', '17', '17']"
Indian Zing,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",419,4.5,"[4.5, 4.5, 4.0, 4.0]","['curry ', 'rogan josh ', 'black lentils ', 'lamb ', 'papadoms ', 'onion bhaji ', 'rice ', 'prawns ', 'mixed starter ', 'mango ', 'lobster ', 'bread ', 'best indian ', 'unusual dishes ', 'spicy food ', 'side dishes ', 'recommend this restaurant ']",81,"['233', '101', '28', '10', '15']"
Scala Bar & Grill,££ - £££,"['Mediterranean', 'European', 'Vegetarian Friendly']",166,4.5,"[4.5, 4.5, 4.5]","['kleftiko ', 'scallops ', 'seafood pasta ', 'baklava ', 'pancetta ', 'starters and mains ', 'pudding ', 'duck ', 'cake ', 'private booth ', 'children menu ', 'modern surroundings ', 'mediterranean restaurant ', 'high street ', 'leisurely meal ', 'real quality ', 'food was served quickly ']",56,"['115', '33', '10', '4', '4']"
Sebastian's Italian,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",1400,4.5,"[4.5, 4.5, 4.5, 4.5]","['pizza ', 'crab linguine ', 'baby octopus ', 'profiteroles ', 'pasta dishes ', 'sea bass ', 'garlic bread ', 'salad ', 'chicken ', 'steak ', 'specials board ', 'italian food ', 'wood fired oven ', 'open kitchen ', 'small restaurant ', 'booked a table ', 'food was fantastic ']",195,"['925', '301', '71', '20', '22']"
Cappadocia,££ - £££,"['Mediterranean', 'European', 'Turkish']",618,4.5,"[4.5, 4.5, 4.5, 4.0]","['baklava ', 'hot meze ', 'turkish pizza ', 'grilled meat ', 'kebab ', 'mixed grill ', 'hummus ', 'monkfish ', 'belly dancer ', 'turkish delight ', 'main course ', 'set meal ', 'food was amazing ', 'sunday evening ', 'large portions ', 'birthday meal ', 'great restaurant ']",133,"['398', '160', '39', '11', '10']"
The Pheasant Restaurant & Pheasant Inn,££ - £££,"['British', 'Vegetarian Friendly']",1957,4.5,"[4.5, 4.0, 4.5, 4.0]","['chicken and mushroom pie ', 'curly fries ', 'sunday roast ', 'mixed grill ', 'potatoes ', 'pudding ', 'the pub ', 'huge portions ', 'heathrow airport ', 'order food ', 'hotels on bath road ', 'extensive menu ', 'heathrow area ', 'the radisson blu ', 'pint ']",513,"['1,100', '548', '108', '40', '90']"
Indian Essence,££££,"['Indian', 'Asian', 'Vegetarian Friendly']",680,4.5,"[4.5, 4.0, 4.0, 4.0]","['goat curry ', 'tasting menu ', 'railway lamb ', 'poppadoms ', 'rice ', 'daal ', 'scallops ', 'soft shell crab ', 'sea bass ', 'curries ', 'bread ', 'ice cream ', 'potatoes ', 'steak ', 'atul kochhar ', 'petts wood ', 'set menu ']",77,"['414', '135', '71', '45', '15']"
The Crew Room,£,"['Cafe', 'British', 'Vegetarian Friendly']",213,4.5,"[4.5, 4.5, 4.5, 4.5]","['brunch ', 'pizza ', 'bacon sandwich ', 'cake ', 'toasties ', 'planes and helicopters ', 'light aircraft ', 'full english ', 'lovely little cafe ', 'great coffee ', 'denham aerodrome ', 'cafe food ', 'the owner chef ', 'friendly owner ', 'sunny day ', 'sit outside ', 'home made ']",50,"['170', '23', '5', '6', '9']"
Casa Nostra,££ - £££,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",694,4.5,"[4.5, 4.5, 4.5, 4.5]","['monkfish ', 'pasta ', 'stuffed mushrooms ', 'tiramisu ', 'steak ', 'pudding ', 'visited casa ', 'italian food ', 'specials board ', 'great atmosphere ', 'large portions ', 'fantastic restaurant ', 'set menu ', 'family lunch ', 'sutton station ', 'visited this restaurant ', 'birthday meal ']",88,"['487', '123', '43', '14', '19']"
Windsor Grill,££ - £££,"['Steakhouse', 'Seafood', 'European']",603,4.5,"[4.5, 4.5, 4.0, 4.0]","['steak ', 'duck fat chips ', 't bone ', 'scotch egg ', 'liver ', 'catfish ', 'mixed grill ', 'crab ', 'bread ', 'cooked to perfection ', 'the rib eye ', 'superb meal ', 'great evening ', 'the sticky toffee pudding ', 'food and wine ', 'birthday dinner ', 'lovely restaurant ']",122,"['374', '140', '40', '22', '15']"
The White Hart,££ - £££,['British'],361,4.5,"[4.0, 4.5, 4.0, 4.0]","['steak and ale pie ', 'sunday roast ', 'fish and chips ', 'pies ', 'salmon ', 'easy hotel ', 'the pub ', 'flight from heathrow ', 'staying nearby ', 'real ale ', 'hotel near heathrow ', 'beer garden ', 'lovely atmosphere ', 'with some friends ', 'nice food ', 'booked a table ', 'bath road ']",113,"['217', '81', '33', '8', '15']"
Rock and Rose Restaurant,££ - £££,"['European', 'British', 'Fusion']",1161,4.5,"[4.5, 4.0, 4.0, 4.5]","['miso cod ', 'dessert platter ', 'ribs ', 'surf and turf ', 'tiger prawns ', 'curry ', 'burger ', 'sea bass ', 'sunday roast ', 'rice ', 'hummus ', 'fries ', 'r r ', 'asian platter ', 'great cocktails ', 'cocktail menu ', 'espresso martini ']",411,"['633', '314', '117', '53', '38']"
Pentolina,££ - £££,"['Italian', 'Mediterranean', 'European']",271,4.5,"[4.5, 4.5, 4.5, 4.5]","['pasta ', 'tiramisu ', 'ragout ', 'focaccia ', 'cuttlefish ', 'cherry tomatoes ', 'scallops ', 'steak ', 'brook green ', 'italian food ', 'family run italian restaurant ', 'shepherds bush ', 'wine list ', 'chocolate sauce ', 'wonderful atmosphere ', 'fantastic meal ', 'great wine ']",53,"['171', '45', '8', '0', '0']"
Achari,££ - £££,"['Indian', 'Asian']",397,4.5,"[4.5, 4.5, 4.0, 4.5]","['curry ', 'poppadoms ', 'butter chicken ', 'indian food ', 'great restaurant ', 'excellent food ', 'nice decor ', 'side dishes ', 'heathrow hotels ', 'best indian ', 'visited this restaurant ', 'bath road ', 'accompaniments ', 'uk ', 'mains ', 'airport ', 'flight ']",60,"['240', '104', '23', '10', '9']"
Sukanya Thai Restaurant,££ - £££,"['Asian', 'Thai', 'Vegetarian Friendly']",173,4.5,"[4.5, 4.5, 4.5, 4.0]","['mixed starter ', 'thai food ', 'prawn toast ', 'spring rolls ', 'noodles ', 'sweet and sour chicken ', 'green curry ', 'papaya salad ', 'steak ', 'washroom facilities ', 'lady owner ', 'at lunchtime ', 'lunch menu ', 'set lunch ', 'main dish ', 'portion sizes ', 'tuesday evening ']",21,"['103', '57', '9', '3', '1']"
Zufa Restaurants,££ - £££,"['Lebanese', 'Vegetarian Friendly', 'Vegan Options']",293,4.5,"[4.5, 4.5, 4.0]","['hummus ', 'baklava ', 'spicy potatoes ', 'chawarma ', 'hot meze ', 'fattoush ', 'lamb ', 'mixed grill ', 'lebanese food ', 'baby chicken ', 'lebanese red wine ', 'hatch end ', 'set menu ', 'main course ', 'family lunch ', 'sunday lunch ', 'lovely lunch ']",88,"['196', '55', '22', '7', '11']"
The Express Tavern,££ - £££,['British'],275,4.5,"[4.5, 4.5, 4.5, 4.5]","['reuben burger ', 'parsnips ', 'roast dinner ', 'pie ', 'salad ', 'great pub ', 'record player ', 'kew bridge ', 'beers and ciders ', 'large beer garden ', 'lovely garden ', 'musical museum ', 'steak night ', 'real ale ', 'good selection of ales ', 'traditional london pub ', 'great beer ']",139,"['165', '75', '16', '7', '9']"
Masaniello pizzeria,££ - £££,"['Italian', 'Pizza', 'European']",71,5,"[4.5, 4.5, 4.5]","['pizza ', 'pistachio tiramisu ', 'ragu ', 'calamari ', 'excellent italian food ', 'nice atmosphere ', 'fresh ingredients ', 'last night ', 'maranello ', 'limoncello ', 'dough ', 'chef ', 'doorstep ', 'takeaway ', 'waiters ']",41,"['57', '8', '2', '0', '0']"
Cinnamon Culture,££££,"['Indian', 'Asian', 'Vegetarian Friendly']",328,4.5,"[4.5, 4.5, 4.0, 4.0]","['curry ', 'rice ', 'lamb ', 'lobster ', 'prawns ', 'indian restaurant ', 'set menu ', 'fine dining ', 'best indian ', 'nice decor ', 'dining experience ', 'special occasion ', 'fantastic food ', 'attentive service ', 'quality of food ', 'starters ', 'presentation ']",70,"['221', '63', '23', '13', '8']"
Three Horseshoes Laleham,££ - £££,['British'],1032,4.5,"[4.5, 4.5, 4.0, 4.5]","['sea bream ', 'fish and chips ', 'liver ', 'roast beef ', 'pudding ', 'burger ', 'salad ', 'the pub ', 'lovely garden ', 'sunday lunch ', 'specials board ', 'car park ', 'booked a table ', 'quality of food ', 'lovely food ', 'pint ', 'thames ']",148,"['659', '283', '56', '13', '11']"
Red Onion Cafe,£,"['Cafe', 'British', 'Vegetarian Friendly']",238,4.5,"[4.5, 4.0, 4.5, 4.5]","['brunch ', 'sunday roast ', 'salad ', 'eggs benedict ', 'cake ', 'black pudding ', 'stuffing ', 'toasties ', 'halloumi ', 'chilli ', 'beef ', 'sun trap ', 'rear garden ', 'the freshly squeezed orange juice ', 'food is freshly prepared ', 'high street ', 'home cooked ']",69,"['167', '41', '13', '13', '4']"
The 1955 Club,££ - £££,"['Cafe', 'British', 'Healthy']",189,4.5,"[4.5, 4.5, 4.5]","['brunch ', 'bacon sandwich ', 'cakes ', 'carrot cake ', 'pulled pork ', 'chilli ', 'independent cafe ', 'great place for breakfast ', 'allow dogs ', 'amazing coffee ', 'dog friendly which is great ', 'fresh orange ', 'chocolate malt ', 'proper leaf tea ', 'friendly staff and delicious food ', 'wow wow wow ', 'quality ingredients ']",107,"['140', '30', '8', '6', '5']"
Social Dhaba - Hatch End,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",243,4.5,"[4.5, 4.0, 4.0]","['chaat ', 'chilli paneer ', 'crispy corn ', 'veg platter ', 'goan fish curry ', 'lamb chops ', 'ice cream ', 'potatoes ', 'our waiter ', 'indian food ', 'amazing service ', 'be visiting again ', 'great atmosphere ', 'book in advance ', 'best indian ', 'salt and pepper ', 'last month ']",83,"['175', '29', '17', '14', '8']"
Mezze Ocakbasi Restaurant,££ - £££,"['Mediterranean', 'European', 'Turkish']",487,4.5,"[4.5, 4.5, 4.5, 4.5]","['lamb ', 'salad ', 'rice ', 'bread ', 'mixed kebab ', 'falafel ', 'sea bass ', 'prawns ', 'huge portions ', 'turkish delight ', 'great atmosphere ', 'food is excellent ', 'attentive service ', 'at lunchtime ', 'family meal ', 'lovely meal ', 'great night ']",61,"['312', '123', '23', '12', '15']"
Restaurant Michael Nadra Chiswick,££££,"['French', 'Mediterranean', 'European']",377,4.5,"[4.5, 4.0, 4.0, 4.0]","['treacle tart ', 'six course tasting menu ', 'salmon ceviche ', 'guinea fowl ', 'sea bass ', 'pork belly ', 'dumplings ', 'steak ', 'wine list ', 'intimate restaurant ', 'primrose hill ', 'michelin star ', 'fine dining ', 'for special occasions ', 'at lunchtime ', 'two courses ', 'small restaurant ']",139,"['232', '77', '32', '17', '6']"
Langleys,££ - £££,"['International', 'European', 'British']",534,4.5,"[4.5, 4.5, 4.0, 4.5]","['steak ', 'pork belly ', 'sea bream ', 'gnocchi ', 'cheesecake ', 'salmon ', 'potatoes ', 'ladies night ', 'wine bar ', 'vegan menu ', 'wine list ', 'goats cheese ', 'christmas lunch ', 'set menu ', 'visited this restaurant ', 'three courses ', 'excellent food and service ']",122,"['337', '138', '33', '8', '14']"
Little Bay Restaurant,££ - £££,"['European', 'British', 'International']",1066,4.5,"[4.0, 4.5, 4.5, 4.5]","['pork escalope ', 'plaice ', 'profiteroles ', 'steak ', 'crab ', 'sea bass ', 'pudding ', 'live opera ', 'quirky restaurant ', 'opera night ', 'theatre style ', 'south croydon ', 'three courses ', 'love this place ', 'set menu ', 'lovely food ', 'singer ']",182,"['593', '329', '85', '27', '15']"
Skewd Kitchen,££ - £££,"['Mediterranean', 'European', 'Turkish']",671,4.5,"[4.5, 4.0, 4.0, 4.0]","['bread ', 'kebab ', 'lahmacun ', 'lamb dish ', 'salad ', 'baked alaska ', 'octopus ', 'rice ', 'baklava ', 'skewers ', 'liver ', 'mixed grill ', 'sea bream ', 'cake ', 'ice cream ', 'turkish restaurant ', 'open kitchen ']",361,"['418', '147', '45', '27', '27']"
Cafe Restaurant Moniz,££ - £££,"['Mediterranean', 'European', 'Portuguese']",253,4.5,"[4.5, 4.5, 4.5, 4.0]","['skewers ', 'couscous salad ', 'sea bass ', 'mussels ', 'bread ', 'mixed grill ', 'beef ', 'pudding ', 'portuguese food ', 'big portions ', 'bath road ', 'family restaurant ', 'nice food ', 'an airport hotel ', 'doubletree ', 'heathrow ', 'onwards ']",161,"['157', '54', '11', '4', '9']"
Antalya Restaurant Windsor,££ - £££,"['Mediterranean', 'Turkish', 'Vegetarian Friendly']",898,5,"[5.0, 5.0, 4.5]","['mixed grill ', 'hummus ', 'baklava ', 'lamb ', 'turkish coffee ', 'kofte ', 'vegetarian mezze ', 'rice ', 'prawns ', 'pudding ', 'turkish delight ', 'turkish restaurant ', 'bulgar wheat ', 'delicious food ', 'very friendly service ', 'main course ', 'wonderful meal ']",223,"['750', '81', '26', '10', '8']"
Ideal Fish Bar,£,"['Seafood', 'Fast food', 'British']",104,5,"[5.0, 4.5, 4.5]","['fish chips ', 'chicken ', 'well worth the wait ', 'chip shop ', 'very generous portions ', 'perfect chips ', 'excellent fish ', 'take away ', 'been coming here for years ', 'friday evening ', 'lovely service ', 'chippy ', 'takeaway ', 'northwest ', 'regulars ']",6,"['85', '14', '5', '0', '0']"
La Rosetta,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",270,4.5,"[4.5, 4.5, 4.5, 4.5]","['pasta ', 'breadsticks ', 'homemade bread ', 'tiramisu ', 'steak ', 'family run italian restaurant ', 'italian food ', 'wonderful family ', 'daily specials ', 'prices are moderate ', 'the food is great ', 'efficient service ', 'friendly atmosphere ', 'friday evening ', 'high street ', 'pietro ', 'pizzeria ']",49,"['175', '55', '14', '9', '7']"
The Med Kitchen,££ - £££,"['Mediterranean', 'Turkish', 'Vegetarian Friendly']",162,4.5,"[4.5, 4.5, 4.5]","['lamb kebab ', 'baklava ', 'mixed fish ', 'calamari ', 'sea bass ', 'cake ', 'filet ', 'salad ', 'bread ', 'potatoes ', 'fries ', 'rice ', 'opening weekend ', 'birthday music ', 'bulgar wheat ', 'lady waitress ', 'walk ins ']",38,"['121', '20', '10', '6', '4']"
Galata Pera,££ - £££,"['Mediterranean', 'European', 'Turkish']",302,4.5,"[4.5, 4.5, 4.5, 5.0]","['baklava ', 'mixed grill ', 'kebab ', 'turkish coffee ', 'hummus ', 'lamb ', 'tabule ', 'rice ', 'sea bass ', 'turkish restaurant ', 'the river ', 'beautiful restaurant ', 'love turkish food ', 'yummy food ', 'big portions ', 'nice decor ', 'main course ']",99,"['221', '54', '11', '8', '7']"
"takaa tak, Hounslow",££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",341,4.5,"[4.5, 4.5, 4.5]","['mutton curry ', 'chicken ', 'gobi ', 'naan breads ', 'mixed grill ', 'mango ', 'indian food ', 'amazing food ', 'fantastic meal ', 'best indian ', 'great taste ', 'generous portions ', 'recommend this restaurant ', 'staying overnight ', 'friday night ', 'booked a table ', 'dixon ']",150,"['262', '43', '15', '3', '12']"
Shree Sai Vada Pav,£,"['Indian', 'Asian', 'Fast food']",236,4.5,"[4.5, 4.5, 5.0]","['vada pav ', 'pakora ', 'chai ', 'chilli ', 'indian street food ', 'mumbai style ', 'rayners lane ', 'quick service ', 'tasty food ', 'taste ', 'maharashtra ', 'bombay ', 'joint ', 'takeaway ']",58,"['177', '43', '9', '3', '3']"
Sidi Bou - London,££ - £££,"['African', 'Mediterranean', 'Middle Eastern']",99,5,"[4.5, 4.5, 4.5]","['couscous ', 'baklava ', 'merguez ', 'tuna ', 'salad ', 'pastry ', 'spicy sausage ', 'bread ', 'tunisian restaurant ', 'ealing broadway station ', 'mint tea ', 'family run restaurant ', 'tunisian culture ', 'bring your own bottle ', 'light and crispy ', 'pine nuts ', 'small place ']",93,"['85', '6', '1', '1', '1']"
Mario's Pizzeria,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",453,4.5,"[4.5, 5.0, 4.5, 4.5]","['pizza ', 'wild boar ravioli ', 'bruschetta ', 'limoncello cheesecake ', 'octopus ', 'bread ', 'small restaurant ', 'home made ', 'fantastic food ', 'see you soon ', 'take away ', 'lovely meal ', 'specials ']",78,"['355', '61', '14', '4', '12']"
Maison du Mezze,££ - £££,"['Lebanese', 'Pizza', 'Mediterranean']",199,4.5,"[5.0, 5.0, 4.5]","['falafel ', 'cold mezze ', 'spicy potatoes ', 'lamb cutlets ', 'mixed grill ', 'flat bread ', 'turkish coffee ', 'side salad ', 'king prawns ', 'soup ', 'pudding ', 'shopping centre ', 'lebanese food ', 'nice lebanese restaurant ', 'fantastic dishes ', 'decor inside the restaurant ', 'shopping bags ']",102,"['150', '27', '9', '6', '4']"
Melisi,££ - £££,"['Italian', 'Pizza']",309,4.5,"[4.5, 4.5, 4.5]","['pizza ', 'cannoli ', 'salsiccia ', 'truffle pasta ', 'side salad ', 'cakes ', 'italian food ', 'thin base ', 'wood fire ', 'great brunch ', 'high street ', 'vegan options ', 'work colleagues ', 'fresh ingredients ', 'small restaurant ', 'be visiting again ', 'take away ']",103,"['227', '43', '12', '13', '3']"
Indian Panorama,££ - £££,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",89,5,"[4.5, 4.5, 4.5]","['aloo ', 'pappadums ', 'dal bukhara ', 'rice ', 'curry ', 'lamb ', 'delicious food ', 'koliwada prawns ', 'best indian ', 'mouth watering ', 'service was impeccable ', 'side dishes ', 'nice ambience ', 'thursday evening ', 'high street ', 'lunch menu ', 'last night ']",50,"['79', '4', '3', '2', '0']"
The Beautiful South,££ - £££,"['Mediterranean', 'British', 'Vegetarian Friendly']",377,4.5,"[4.5, 4.5, 4.0, 3.5]","['venison ', 'tarte tatin ', 'seafood linguine ', 'coconut ice cream ', 'sea bass ', 'the french onion soup ', 'specials board ', 'beautiful meal ', 'independent restaurant ', 'front of house ', 'wonderful evening ', 'set menu ', 'cooked to perfection ', 'special occasion ', 'relaxed atmosphere ', 'amazing food ', 'christmas day ']",91,"['275', '59', '16', '11', '15']"
Wags N Tales,££ - £££,"['Cafe', 'International', 'British']",271,4.5,"[5.0, 4.5, 4.5]","['brunch ', 'cakes ', 'carrot cake ', 'burrito ', 'halloumi salad ', 'tacos ', 'shakshuka ', 'vegetarian breakfast ', 'toasties ', 'beans ', 'fries ', 'poached eggs ', 'vegan options ', 'dog owners ', 'dog lovers ', 'water bowl ', 'dog friendly place ']",113,"['206', '39', '14', '5', '6']"
Dan Thai,££ - £££,"['Thai', 'Vegetarian Friendly', 'Vegan Options']",198,4.5,"[4.5, 4.5, 4.5, 4.5]","['thai food ', 'sticky rice ', 'veg spring rolls ', 'massaman curry ', 'prawns ', 'mixed starter ', 'salad ', 'a small family run restaurant ', 'lovely meal ', 'take away ', 'delivery service ', 'sunday evening ', 'love this restaurant ', ""i've eaten "", 'great food and service ', 'booked a table ', 'spicy ']",37,"['145', '40', '9', '2', '2']"
Karachi Cuisine,££ - £££,"['Indian', 'Middle Eastern', 'Pakistani']",511,4.5,"[4.5, 4.5, 4.5]","['nihari ', 'halwa ', 'fish tikka ', 'butter chicken ', 'naan ', 'mixed grill ', 'our waiter ', 'delicious food ', 'my mum ', 'birthday party ', 'lovely restaurant ', 'visited this restaurant ', 'indian food ', 'ali ', 'paya ', 'bihari ', 'dishes ']",175,"['406', '49', '21', '9', '20']"
Virundhu Street Kitchen,££ - £££,"['Asian', 'Vegetarian Friendly']",173,4.5,"[4.5, 5.0, 4.5]","['mutton ', 'kothu ', 'chicken ', 'fish curry ', 'fried anchovies ', 'poppadom ', 'sri lanka ', 'lion beer ', 'outstanding food ', 'large beer ', 'authentic restaurant ', 'amazing dishes ', 'banana leaf ', 'tamil food ', 'delicious dinner ', 'lovely small restaurant ', 'spicy food ']",98,"['131', '30', '8', '1', '2']"
Moksha,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",252,4.5,"[5.0, 5.0, 4.5]","['curry ', 'naan ', 'kulfi ', 'spinach dish ', 'lamb chops ', 'thali ', 'poppadom ', 'lemon pie ', 'indian food ', 'visited for the first time ', 'excellent food ', 'kingston road ', 'lovely evening ', 'best indian ', 'brilliant service ', 'great taste ', 'family dinner ']",37,"['211', '22', '4', '8', '6']"
